Page Url,Publisher,Agreement ID,Agreement Labeling,Agreement Published,URL,Start Date,End Date,Consortia/Institution,Country,Size,Commnets on size/article output,Cost,Comments on Cost Development,Financial Shift,Risk Sharing,OA Coverage,Fully Open Access Journals Covered,OA License,Article Types,Access Costs,Comments on Acess Costs,Access Coverage,Perpetual Access Rights,Workflow Assessment,Comments on Workflows,Overall Assessment and Comments
https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2022sub/,The Royal Society,trs2022sub,Royal Society Read & Publish agreement,No,,01/01/2022,12/31/2022,SUB Göttingen,Germany,8,,Cost increase,,Subscriptions partly converted to OA publishing fees,,Yes,Yes,CC-BY mandatory,"Original research articles, Review articles, Proceedings, Letters, Editorials",More than 50%,,Yes,Yes,Too early to assess,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2021sub/,The Royal Society,trs2021sub,Royal Society Read & Publish agreement,No,,01/01/2021,12/31/2021,SUB Göttingen,Germany,8,,Cost increase,,Subscriptions partly converted to OA publishing fees,,Yes,Yes,CC-BY mandatory,"Original research articles, Review articles, Proceedings, Letters, Editorials",More than 50%,,Yes,Yes,Too early to assess,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2024mpdl/,The Royal Society,trs2024mpdl,Publish and Read Agreement,No,,01/01/2024,12/31/2026,Max Planck Digital Library,Germany,60,,Agreement costs within the range of the previous spending level,,Subscriptions fully converted to OA publishing fees (access related costs 5% or less),Costs are directly related to the number of OA publications,Yes,Yes,CC-BY mandatory,"Original research articles, Review articles, Letters",0%,Costs are solely based on publishing output,Yes,Yes,Ok,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2021mpdl/,The Royal Society,trs2021mpdl,Publish and Read Pilot Agreement,No,,01/01/2021,12/31/2023,Max Planck Digital Library,Germany,45,,Agreement costs within the range of the previous spending level,,Subscriptions fully converted to OA publishing fees (access related costs 5% or less),Risks are shared equally as costs are directly related to the number of OA publications,Yes,Yes,CC-BY mandatory,"Original research articles, Review articles, Letters",1%-5%,,Yes,Yes,Too early to assess,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/ecs2024tib/,The Electrochemical Society,ecs2024tib,ECS Plus,No,,01/01/2024,12/31/2024,TIB Consortium,Germany,55,Based on avg. article output from 2022-23; the agreement covers both corresponding and co-authors,Cost increase,There is a moderate surcharge on the subscription costs for an unlimited number of open access articles,There is a moderate surcharge on the subscription costs for an unlimited number of open access articles,No mechanisms for risk sharing have been agreed due to the agreement covering an unlimited amount of articles,No,No,CC-BY variations allowed,"Original research articles, Review articles",More than 50%,See comment on cost development,Yes,Yes,Ok,,It is a very simple and transparent model that allows for unlimited publishing in hybrid ECS journals for corresponding authors and co-authors. The optional publishing surcharge per year is calculated according to the size of the participating institution (same tiering as for the subscription model) and thus the cost efficiency depends on each institution’s publication output. Including Gold OA journals and increasing the financial shift towards OA publishing are points for future improvement.
https://esac-initiative.org/about/transformative-agreements/agreement-registry/ecs2023tib/,The Electrochemical Society (ECS),ecs2023tib,ECS Plus,No,,01/01/2023,12/31/2023,TIB Consortium,Germany,60,The agreement covers both corresponding and co-authors,Cost increase,There is a moderate surcharge on the subscription costs for an unlimited number of open access articles,See comment on cost development,There is no fixed number of articles. The flat-rate surcharge covers all articles published by corresponding authors in the license year.,No,No,CC-BY variations allowed,"Original research articles, Review articles",More than 50%,See comment on cost development,Yes,Yes,Ok,,It is a very simple and transparent model that allows for unlimited publishing in hybrid ECS journals for corresponding and co-authors. The optional publishing surcharge per year is calculated according to the size of the participating institution (same tiering as for the subscription model) and thus the cost efficiency depends on each institution’s publication output. Including Gold OA journals and increasing the financial shift towards OA publishing are points for future improvement.
https://esac-initiative.org/about/transformative-agreements/agreement-registry/gsl2023zbmed/,The Geological Society of London,gsl2023zbmed,Geological Society Lyell Collection Read and Publish 2022-2024,,,01/01/2023,12/31/2024,ZB MED,Germany,1,,Cost decrease,,Unlimited Gold Access publishing,,Yes,No,CC-BY mandatory,Original research articles,0%,,No,Yes,Ok,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/ecs2022tib/,The Electrochemical Society (ECS),ecs2022tib,ECS Plus,No,,01/01/2022,12/31/2022,TIB Consortium,Germany,60,,Cost increase,There is a moderate surcharge on the subscription costs for an unlimited number of open access articles,See comment on cost development,There is no fixed number of articles. The flat-rate surcharge covers all articles published by corresponding authors in the license year.,Yes,No,CC-BY variations allowed,"Original research articles, Review articles",More than 50%,See comment on cost development,Yes,Yes,Deficient,,"It is a very simple and transparent model. However, depending on their size, institutions must pay very different flat-rate surcharges. The cost efficiency depends very much on their publication output."
https://esac-initiative.org/about/transformative-agreements/agreement-registry/ecs2021tib/,The Electrochemical Society (ECS),ecs2021tib,ECS Plus,No,,01/01/2021,31/12/2021,TIB National Consortium,Germany,65,,Cost increase,,There is a moderate surcharge on the subscription costs for an unlimited number of open access articles,There is no fixed number of articles. The flat-rate surcharge covers all articles published by corresponding authors in the license year.,Yes,Yes,CC-BY variations allowed,Original research articles,More than 50%,,Yes,Yes,Deficient,Reporting has to be improved,"It is a very simple and transparent model. However, depending on their size, institutions must pay very different flat-rate surcharges. The cost efficiency depends very much on their publication output."
https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2023julac/,Wiley,wiley2023julac,Read & Publish Agreement,No,,01/01/2023,12/31/2025,JULAC,Hong Kong,1078,7 out of the 8 member libraries participated in the Read and Publish agreement in 2024. The size covered about 97% of the total number of articles of the consortium.,Cost increase,A slight cost increase from previous subscription only spending level due to the inclusion of publishing part in the agreement,Subscriptions partly converted to OA publishing fees,"Capped agreement. Article entitlements per contract year have been set. If the article entitlements are exceeded in any year, a discount from 5-10% on APC can be available depending on the level of fund deposited via a prepayment arrangement.",Yes,Yes,CC-BY variations allowed,"Original research articles, Review articles, Case study, Commentary, Data article, Education, Lecture, Method and Protocol, Perspective, Practice and Policy, Rapid publication, Short communication, Technical note",More than 50%,,Yes,Yes,Too early to assess,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2023hkbu/,Taylor & Francis,tf2023hkbu,Institutional License Open Access Read & Publish Agreement,No,,01/01/2023,12/31/2025,Hong Kong Baptist University,Hong Kong,52,The average article outputs of past 3 years,Cost increase,"In the traditional subscription model, perpetual access is included. Under this TA agreement, additional cost is needed to retain the perpetual access.",Subscriptions fully converted to OA publishing fees (access related costs 5% or less),The number of APC tokens is lower than the expected output. A certain percentage of unused quota can be brought forward to next year.,No,No,CC-BY mandatory,Original research articles,More than 50%,It is a Read and Publish Agreement. Each year T&F will split the cost and the Publish portion will grow over a year.,Yes,No,Too early to assess,,HKBU does not subscribe to all T&F journals but APC in this agreement covers both subscribed and non-subscribed hybrid journals. APC cannot be used in Gold OA journals and this is a drawback of this TA.
https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2024julac/,Springer Nature,sn2024julac,Read and Publish Agreement,No,,01/01/2024,12/31/2026,JULAC,Hong Kong,760,,Agreement costs within the range of the previous spending level,,Subscriptions partly converted to OA publishing fees,"Capped agreement. The number of eligible articles (article base) can be rolled over to the next calendar year, but it will expire at the end of the license term. If the article entitlements are exceeded in the license term, discounted APC can be available.",No,No,"CC BY, with some journals using a CC BY-NC license as default","Original paper, review paper, brief communication, continuing education",More than 50%,,No,Yes,Too early to assess,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2023hkbu/,Royal Society of Chemistry,rsc2023hkbu,“Publish and Read”/Transformative Agreement,No,,01/01/2023,12/31/2025,Hong Kong Baptist University,Hong Kong,18,The average article outputs of past 3 years,Cost increase,The cost fully converted to the OA publishing fees and the access is also expanded to the Gold package,Subscriptions fully converted to OA publishing fees (access related costs 5% or less),The number of APC tokens is lower than the expected output,Yes,No,CC-BY variations allowed,"Original research articles, Review articles",0%,,Yes,Yes,Too early to assess,"No research dashboard. Only email notification is provided to the Library, such workflow is not ideal in tracing the publishing status.",
https://esac-initiative.org/about/transformative-agreements/agreement-registry/rup2024julac/,Rockefeller University Press,rup2024julac,Read & Publish Agreement,No,,01/01/2024,12/31/2026,JULAC,Hong Kong,1,,Agreement costs within the range of the previous spending level,,Subscriptions partly converted to OA publishing fees,Unlimited free OA articles,Yes,No,CC-BY mandatory,Original research articles,More than 50%,,Yes,Yes,Too early to assess,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/portpress2023julac/,Portland Press,portpress2023julac,Transformative Licence Agreement. Read and Publish Agreement,No,,01/01/2023,12/31/2023,JULAC,Hong Kong,3,Only 1 out of the 8 JULAC member libraries entered the Read and Publish agreement in 2022. One more library joined at 2023. The total number of articles of the consortium is 5 per year on average.,Cost increase,,Subscriptions partly converted to OA publishing fees,Unlimited free OA articles,Yes,Yes,CC-BY variations allowed,"Original research articles, Review articles, Proceedings, Letters, Editorials, All article types",More than 50%,,Yes,Yes,Too early to assess,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/portpress2024julac/,Portland Press,portpress2024julac,Transformative Licence Agreement. Read and Publish Agreement,No,,01/01/2024,12/31/2024,JULAC,Hong Kong,3,,Cost increase,,Subscriptions partly converted to OA publishing fees,Unlimited free OA articles,Yes,Yes,CC-BY variations allowed,"Original research articles, Review articles, Proceedings, Letters, Editorials, All article types",More than 50%,,Yes,Yes,Ok,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/portpress2022julac/,Portland Press,portpress2022julac,Transformative License Agreement. Read & Publish Agreement,No,,01/01/2022,12/31/2022,JULAC,Hong Kong,1,Only 1 out of the 8 members has entered the Read and Publish agreement at 2022. The total number of articles of the consortium is 5 per year on average.,Cost increase,"Current subscription + 1 weighted avg APC, with 20% consortial discount",Subscriptions partly converted to OA publishing fees,Unlimited free OA articles,Yes,Yes,CC-BY variations allowed,"Original research articles, Review articles, Proceedings, Letters, Editorials, all article types",More than 50%,,Yes,Yes,Too early to assess,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/microbio2023julac/,Microbiology Society,microbio2023julac,Institutional Publish & Read Agreement,No,,01/01/2023,12/31/2025,JULAC,Hong Kong,3,,Cost decrease,No previous consortia agreement,Subscriptions partly converted to OA publishing fees,Unlimited free OA articles,Yes,Yes,CC-BY mandatory,"Original research articles, Review articles",More than 50%,,Yes,Yes,Too early to assess,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/kar2024julac/,Karger,kar2024julac,Agreement for Publication and Education Services,No,,01/01/2024,12/31/2026,JULAC,Hong Kong,14,,Agreement costs within the range of the previous spending level,,Subscriptions partly converted to OA publishing fees,Unlimited free OA articles,Yes,Yes,CC-BY-NC,"Original research articles, Review articles, Proceedings, Letters, Editorials",More than 50%,,Yes,Yes,Ok,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/kar2021julac/,Karger,kar2021julac,Open Access Agreement,No,,01/01/2021,12/31/2023,JULAC,Hong Kong,9,2019 data,Agreement costs within the range of the previous spending level,,Subscriptions partly converted to OA publishing fees,Unlimited free OA articles,Yes,Yes,CC-BY-NC,"Original research articles, Review articles, Proceedings, Letters, Editorials",More than 50%,,Yes,Yes,Too early to assess,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2024hkbu/,IOP Publishing,iop2024hkbu,Annexure Transformative Agreement,No,,01/01/2024,12/31/2026,Hong Kong Baptist University,Hong Kong,4,The average annual article output over the past 5 years,Cost increase,,Subscriptions partly converted to OA publishing fees,"This deal offers unlimited entitlement, which is by far the preferred approach as it eliminates any entitlement risk for our institution",No,Yes,"CC-BY preference, exceptions allowed","Original research articles, Review articles, Letters, Editorials",More than 50%,The agreement has led to expand the access to the IOP complete journal packages,No,Yes,Too early to assess,This is no dashboard or approval mechanism for librarians to monitor the progress; only quarterly reports will be provided to the Library,More than a quarter of the journal package are subscription-only and so articles published in these journals will be paywalled content
https://esac-initiative.org/about/transformative-agreements/agreement-registry/ieee2022hkbu/,IEEE,ieee2022hkbu,IEEE Open Access Deposit Account Agreement,No,,11/30/2022,12/31/2025,Hong Kong Baptist University,Hong Kong,17,The average article outputs of past 3 years,Cost increase,,Subscriptions partly converted to OA publishing fees,The number of APC tokens is lower than the expected output. APC voucher assigned each year is valid for 24 months.,Yes,Yes,CC-BY variations allowed,Original research articles,More than 50%,,Yes,No,Too early to assess,,"This agreement is bundled with IEL subscription, and it seems that this cost is unable to flip to 100% Publish because a significant amount of content in IEL is not research-article type."
https://esac-initiative.org/about/transformative-agreements/agreement-registry/compbio2023julac/,The Company of Biologists,compbio2023julac,Read & Publish Agreement,No,,01/01/2023,12/31/2025,JULAC,Hong Kong,7,,Agreement costs within the range of the previous spending level,No previous consortia agreement,Subscriptions partly converted to OA publishing fees,Unlimited free OA articles,Yes,Yes,CC-BY mandatory,Original research articles,More than 50%,,Yes,Yes,Too early to assess,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2024julac/,Cambridge University Press,cam2024julac,Read and Publish,No,,01/01/2024,12/31/2026,JULAC,Hong Kong,160,,Agreement costs within the range of the previous spending level,,Subscriptions partly converted to OA publishing fees,Unlimited free OA articles,No,Yes,CC-BY variations allowed,"Original research articles, Review articles, Case report, Brief report, Rapid communications",More than 50%,,Yes,Yes,Ok,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2021julac/,Cambridge University Press,cam2021julac,Read and Publish,No,,01/01/2021,12/31/2023,JULAC,Hong Kong,92,"Only 4 out of the 8 members have entered the Read and Publish agreement in 2021. The size (42) covers about 45% of the total number of articles of the consortium.
",Agreement costs within the range of the previous spending level,One of the participating members had individual journal subscriptions for years (less than 20% of the full package); it is a huge cost increase to gain the access to all journals content and unlimited APC under this TA deal.,Subscriptions partly converted to OA publishing fees,Unlimited free OA articles,No,Yes,CC-BY variations allowed,"Original research articles, Review articles, Case report, Brief report, Rapid communications",More than 50%,,Yes,Yes,Too early to assess,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2024hkbu/,American Chemical Society,acs2024hkbu,Addendum to Online Products Institutional Access Agreement,No,,01/01/2024,12/31/2026,Hong Kong Baptist University,Hong Kong,23,The average annual article outputs over the past 2 years (the first TA with ACS),Cost increase,"Read is still the major component from the cost perspective, and we are concerned that this renewal has not made significant progress towards the goal of transformation",Subscriptions partly converted to OA publishing fees,A lump sum of entitlements is given for the 3-year contract. This is more flexible than a fixed entitlement quota for each year within the 3-year contract.,Yes,Yes,CC-BY mandatory,"Original research articles, Review articles, Letters",More than 50%,HKBU was also a member of the JULAC subscription-based consortium which was expired at the end of 2023. However JULAC is unable to reach a TA with ACS and HKBU stays in the JULAC subscription-based consortium for another 5 years. Our Publish Addendum here is only 3-year long because we want to retain the flexibility if another alternative can be in place after 3 years.,Yes,Yes,Ok,The workflow is relatively smooth and we have other TAs which also adopt the same platform (RightsLink),"In this renewal, the APC per article increases significantly; at the same time, the cost of “Read” portion (the subscription-based consortium) also goes up but at a lower rate comparing with the last consortium contract. We do not consider this is an ideal outcome but our faculty members were very pleased with the first TA with ACS."
https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2022hkbu/,American Chemical Society,acs2022hkbu,Addendum to Online Products Institutional Access Agreement,No,,01/01/2022,12/31/2023,Hong Kong Baptist University,Hong Kong,17,The average article outputs of past 3 years,Cost increase,,Subscriptions partly converted to OA publishing fees,"We project the entitlements will cover up all article outputs after reviewing the figures in past years. Nonetheless, the unused offset tokens in the first year cannot be carried to the next year.",Yes,Yes,CC-BY mandatory,"Original research articles, Review articles, Letters, Ebook chapter excluded",More than 50%,,Yes,Yes,Too early to assess,"The process is not very clear for authors, who misunderstand the default message set in the OA management platform (unfortunately the library cannot alter the text in the message). Thus, the Library has to put tremendous effort to communicate with authors, ACS and the platform provider to ensure the articles are properly published in OA, not pay-wall content.","The cost of this two-year agreement is considered acceptable in order to make progress on open access, but substantial cost reductions in the access component of future agreements will be needed if the arrangement is to be sustainable in the long term."
https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2022heal/,Wiley,wiley2022heal,Read & Publish License Agreement,Yes,https://diavgeia.gov.gr/doc/6ΝΔ046Ψ8ΧΒ-ΤΔ6,01/01/2022,12/31/2024,HEAL-Link (Hellenic Academic Libraries Link),Greece,440,440 is HEAL-Link’s article output in 2021,Cost increase,A slight cost increase from previous subscription only spending level due to the inclusion of publishing part in the agreement,Subscriptions partly converted to OA publishing fees,"Capped agreement. Article entitlements per contract year have been set. If the article entitlements are exceeded in any year, an author-pays route will follow with a 5% APC discount.",No,No,CC-BY variations allowed,"Original research articles, Review articles, Case study, Commentary, Data article, Education, Lecture, Method and Protocol, Perspective, Practice and Policy, Rapid publication, Short communication, Technical note",20%-50%,No real distinction between reading costs and OA publishing costs,Yes,Yes,Ok,,Too early to assess since it is the first Read & Publish agreement with Wiley
https://esac-initiative.org/about/transformative-agreements/agreement-registry/degruy2021heal/,Walter de Gruyter,degruy2021heal,General License Agreement,Yes,https://diavgeia.gov.gr/doc/6%CE%94%CE%A7%CE%9646%CE%A88%CE%A7%CE%92-%CE%A73%CE%93,01/01/2021,12/31/2023,HEAL-Link (Hellenic Academic Libraries Link),Greece,30,,Agreement costs within the range of the previous spending level,First consortium agreement with the Walter de Gruyter,Subscriptions partly converted to OA publishing fees,"Open access published output in hybrid journals is capped (25 articles per year). The yearly anticipated article output is around 30.
",No,No,CC-BY variations allowed,All article types,More than 50%,,Yes,Yes,Too early to assess,"During the negotiating period, the communication between HEAL-Link and the publisher was sufficient","We (at HEAL-Link) consider this a quite well transformative agreement and the cost is sustainable. Reading fee and publishing fee components are clearly defined. Since it is the first agreement with the Walter de Gruyter, it remains for the publisher’s workflow to be evaluated by HEAL-Link eligible authors."
https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2022heal/,Royal Society of Chemistry,rsc2022heal,Read & Publish License Agreement,Yes,https://diavgeia.gov.gr/doc/ΡΕΟΛ46Ψ8ΧΒ-ΔΝ0,01/01/2022,12/31/2024,HEAL-Link (Hellenic Academic Libraries Link),Greece,60,60 is HEAL-Link’s article output in 2022,Cost increase,A cost increase from previous read and publish spending level due to the inclusion of publishing in selective gold OA journals as an add-on option to the agreement,Subscriptions partly converted to OA publishing fees,"Capped agreement. Article entitlements per contract year have been set. If the article entitlements are exceeded in any year, an author-pays route will follow with a 15% APC discount.",No,Fully OA titles are included selectively,CC-BY variations allowed,All article types,More than 50%,,Yes,Yes,Ok,,Satisfactory
https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2022heal/,Springer Nature,sn2022heal,License Agreement,Yes,https://diavgeia.gov.gr/doc/6ΚΚΖ46Ψ8ΧΒ-ΣΣΧ,01/01/2022,12/31/2024,HEAL-Link (Hellenic Academic Libraries Link),Greece,505,505 is the average number of published articles under a Fully Open Access and a Hybrid journal publishing model across the Springer Nature portfolio between 2018 until 2021,Cost increase,Increase partially due to a larger journals collection (Nature journals) compared to previous agreement,Subscriptions partly converted to OA publishing fees,"Capped agreement. The established APC Fund is based on a mutually agreed APC Rate (“Agreed APC Rate”) and the Article Base, which represents the expected article output of HEAL-Link’s members during a respective calendar year of the term, based on previous year’s output.",No,No,"CC-BY, CC-BY-NC","Original research articles, Review articles, Brief Communication, Continuing Education",More than 50%,The reading and publishing fee are clearly defined each year (reading fee is much lower to publishing fee),Yes,Yes,Too early to assess,It is the first RAP agreement with Springer Nature,Too early to assess
https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2019heal/,RSC – Royal Society of Chemistry,rsc2019heal,RSC Read and Publish,No,,01/01/2019,12/31/2021,"HEAL-Link, Hellenic Academic Libraries Link",Greece,60,,Agreement costs within the range of the previous spending level,First consortium agreement with the RSC,No comparison with previous years.,"If the number of entitlements will be reached, a certain corridor has been defined in the contract in which a certain number of additional articles will be published with no extra cost. Publication beyond that corridor",Yes,No,CC-BY variations allowed,All article types,20%-50%,,Yes,Yes,Too early to assess,,Too early for a general assessment and comment.
https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2023eisz/,Elsevier,els2023eisz,,Yes,https://eisz.mtak.hu/images/szerzodesek/ScienceDirect_2023.pdf,01/01/2023,12/31/2023,Electronic Information Service National Programme,Hungary,1000,,Cost decrease,,Subscriptions partly converted to OA publishing fees,"In the event that the maximum number of open access articles under the OA Pilot Agreement has been reached, then Corresponding Authors may publish open access articles in Eligible Journals at the then current list price.",No,Yes,CC-BY variations allowed,"Original research articles, Review articles, Case reports; Data in Briefs; Original software publication; Practice guidelines; Protocols; Replication studies; Short communications; Short surveys; Video articles",More than 50%,"Access related costs: there is no exact data (approx. 51%, +/- 5%)",No,Yes,Ok,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2022eisz/,Elsevier,els2022eisz,,Yes,https://eisz.mtak.hu/images/szerzodesek/ScienceDirect_2022.pdf,01/01/2022,12/31/2022,Electronic Information Service National Programme,Hungary,968,,Agreement costs within the range of the previous spending level,,Subscriptions partly converted to OA publishing fees,"In the event that the maximum number of open access articles under the OA Pilot Agreement has been reached, then Corresponding Authors may publish open access articles in Eligible Journals at the then current list price.",No,Yes,CC-BY variations allowed,"Original research articles, Review articles, Case reports; Data in Briefs; Original software publication; Practice guidelines; Protocols; Replication studies; Short communications; Short surveys; Video articles",More than 50%,"Access related costs: there is no exact data (approx. 51%, +/- 5%)",No,Yes,Too early to assess,,"Subscription-based Cell and Lancet titles were not included in the previous consortium-level subscription agreement, therefore these titles are not included in the OA Agreement either"
https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2019eisz/,Elsevier,els2019eisz,,Yes,https://eisz.mtak.hu/images/szerzodesek/sciencedirect_2019-2021m.pdf,07/01/2019,12/31/2021,Electronic Information Service National Programme,Hungary,770,,Agreement costs within the range of the previous spending level,8% decrease compared to 2021; 12% decrease compared to 2020,Subscriptions partly converted to OA publishing fees,"The total cost is based on previous subscription fees, regardless of not reaching the expected article output. In case of exceeding the 1000 articles, list-price APCs will have to be paid.",No,Yes,CC-BY variations allowed,"Original research articles, Review articles, Case reports; Data in Briefs; Original software publication; Practice guidelines; Protocols; Replication studies; Short communications; Short surveys; Video articles",More than 50%,"Access related costs: there is no exact data (approx. 51%, +/- 5%)",No,Yes,Too early to assess,,"Subscription-based Cell and Lancet titles were not included in the previous consortium-level subscription agreement, therefore these titles are not included in the OA Agreement either"
https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2023eisz/,Cambridge University Press,cam2023eisz,,Yes,https://eisz.mtak.hu/images/szerzodesek/CUP_2023.pdf,01/01/2023,12/31/2023,Electronic Information Service National Programme,Hungary,25,,Cost increase,,Subscriptions partly converted to OA publishing fees,In cases of exceeding or not reaching Quota: NO QUOTA,Yes,Yes,CC-BY variations allowed,"Original research articles, Review articles, Brief-report; Case-report; Rapid Communication",More than 50%,,Yes,Yes,Ok,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2022eisz/,Cambridge University Press,cam2022eisz,,Yes,https://eisz.mtak.hu/images/szerzodesek/CUP_2022.pdf,01/01/2022,12/31/2022,Electronic Information Service National Programme,Hungary,9,,Cost increase,,Subscriptions partly converted to OA publishing fees,In cases of exceeding or not reaching Quota: NO QUOTA,Yes,Yes,CC-BY variations allowed,"Original research articles, Review articles, Brief-report; Case-report; Rapid Communication",More than 50%,,Yes,Yes,Ok,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2021eisz/,Cambridge University Press,cam2021eisz,,Yes,https://eisz.mtak.hu/images/szerzodesek/eCUP_2021.pdf,01/01/2021,12/31/2021,Electronic Information Service National Programme,Hungary,28,,Agreement costs within the range of the previous spending level,,Subscriptions partly converted to OA publishing fees,In cases of exceeding or not reaching Quota: NO QUOTA,Yes,Yes,CC-BY variations allowed,"Original research articles, Review articles, Brief-report; Case-report; Rapid Communication",20%-50%,,Yes,Yes,Ok,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2020eisz/,Cambridge University Press,cam2020eisz,,Yes,http://eisz.mtak.hu/images/szerzodesek/CUP_2020.pdf,01/01/2020,12/31/2020,EISZ,Hungary,27,,Agreement costs within the range of the previous spending level,The size of the consortium decreased,Subscriptions fully converted to OA publishing fees (access related costs 5% or less),,Yes,Yes,CC-BY variations allowed,"Original research articles, Review articles, Rapid communications",0%,,Yes,Yes,Too early to assess,Via CCC RightsLink platform,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2023eisz/,American Chemical Society,acs2023eisz,Consortia Offset Benefit Program (COBP),Yes,https://eisz.mtak.hu/images/szerzodesek/ACS_2023m.pdf,01/01/2023,12/31/2023,Electronic Information Service National Programme,Hungary,80,Quota (year 2023): 80,Agreement costs within the range of the previous spending level,,Subscriptions partly converted to OA publishing fees,"For OBP, ACS shall provide Grantee eighty (80) tokens (“Tokens”) for the year 2023. Grantee acknowledges and agrees that Tokens have no redeemable monetary value. For clarity, in the event of OBP termination, unused Tokens will not be refunded as a sales credit or otherwise. Tokens expire 24 months after they have been granted. Notwithstanding, Tokens may be used solely in the calendar year for which they were issued. For example, any unused Tokens left at the end of 2023 remain viable through 2024 but must be used retroactively for an article accepted in 2023. Tokens cannot be used for articles accepted before 1.1.2023.",Yes,Yes,CC-BY mandatory,"Original research articles, Review articles, Proceedings, Letters, Editorials",20%-50%,,Yes,Yes,Ok,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2022eisz/,American Chemical Society,acs2022eisz,Consortia Offset Benefit Program (COBP),Yes,https://eisz.mtak.hu/images/szerzodesek/ACS_2022.pdf,01/01/2022,12/31/2022,Electronic Information Service National Programme,Hungary,59,Quota (year 2022): 75,Agreement costs within the range of the previous spending level,"No previous subscription-only agreements. Compared to the previous (2019-2021) read and publish agreement, the projected cost for one year (2022) has increased.",Subscriptions partly converted to OA publishing fees,"For OBP, ACS shall provide Grantee seventy-five (75) tokens (“Tokens”) for the year 2022. Grantee acknowledges and agrees that Tokens have no redeemable monetary value. For clarity, in the event of OBP termination, unused Tokens will not be refunded as a sales credit or otherwise. Tokens expire 24 months after they have been granted. Notwithstanding, Tokens may be used solely in the calendar year for which they were issued. For example, any unused Tokens left at the end of 2022 remain viable through 2023 but must be used retroactively for an article accepted in 2022. Tokens cannot be used for articles accepted before 1.1.2022.",Yes,Yes,CC-BY mandatory,"Original research articles, Review articles, Proceedings, Letters, Editorials",20%-50%,,Yes,Yes,Ok,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2019eisz/,American Chemical Society,acs2019eisz,Consortia Offset Benefit Program (COBP),Yes,https://eisz.mtak.hu/images/szerzodesek/eACS_2019_2021m.pdf,01/01/2019,12/31/2021,EISZ,Hungary,56,Detailed: 2019: 44 publications (quota: 61); 2020: 67 publications (quota: 67); 2021: 57 publications (quota: 60),No previous agreement,,No previous agreement,,Yes,Yes,CC-BY mandatory,"Original research articles, Review articles, Proceedings, Letters, Editorials",20%-50%,,Yes,Yes,Ok,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/kia2021eisz/,Akadémiai Kiadó,kia2021eisz,Read & Publish,Yes,https://eisz.mtak.hu/images/szerzodesek/Akademiai_Kiado_Folyoiratcsomag_2021-2023m.pdf,01/01/2021,12/31/2023,Electronic Information Service National Programme,Hungary,727,,Cost increase,,Subscriptions partly converted to OA publishing fees,No Risk Sharing. Exceeding or not reaching the Quota: No Quota.,Yes,Yes,CC-BY mandatory,"Original research articles, Review articles, Brief-report; Case-report",5%-20%,18%,Yes,Yes,Ok,,
